SourceLanguageCode	TargetLanguageCode	SourceLanguageName	TargetLanguageName	SourcePopulation	TargetPopulations	Coocurrences	PhiCorrelation	Tstatistic
afr	amh	Afrikaans	Amharic	48761	15	0	 -0.00004840	 -0.00761879
afr	ara	Afrikaans	Arabic	48761	131637	8	 -0.00445056	 -2.69488211
afr	aze	Afrikaans	Azerbaijani	48761	1809	0	 -0.00053153	 -0.08367231
afr	bel	Afrikaans	Belarusian	48761	274	0	 -0.00020686	 -0.03256259
afr	ben	Afrikaans	Bengali	48761	136	0	 -0.00014573	 -0.02294095
afr	bod	Afrikaans	Tibetan	48761	36	0	 -0.00007498	 -0.01180299
afr	bul	Afrikaans	Bulgarian	48761	1353	0	 -0.00045968	 -0.07236120
afr	cat	Afrikaans	Catalan	48761	40534	9	 -0.00231587	 -0.41669022
afr	ces	Afrikaans	Czech	48761	37535	87	 -0.00038508	 -0.06061755
afr	chr	Afrikaans	Cherokee	48761	19	0	 -0.00005447	 -0.00857467
afr	cym	Afrikaans	Welsh	48761	878	2	 -0.00006420	 -0.01010610
afr	dan	Afrikaans	Danish	48761	17932	21	 -0.00096274	 -0.15155188
afr	deu	Afrikaans	German	48761	44604	102	 -0.00044963	 -0.12222601
afr	div	Afrikaans	Dhivehi	48761	57	0	 -0.00009435	 -0.01485178
afr	ell	Afrikaans	Modern Greek (1453-)	48761	30542	2	 -0.00213387	 -0.37331890
afr	eng	Afrikaans	English	48761	3525628	21357	  0.03141997	103.59158648
afr	est	Afrikaans	Estonian	48761	1365	4	  0.00002928	  0.00460871
afr	eus	Afrikaans	Basque	48761	2355	0	 -0.00060648	 -0.09546951
afr	fas	Afrikaans	Persian	48761	1763	0	 -0.00052473	 -0.08260153
afr	fil	Afrikaans	Filipino (macrolanguage)	48761	359115	2533	  0.01179985	  5.98945582
afr	fin	Afrikaans	Finnish	48761	4130	5	 -0.00045032	 -0.07088779
afr	fra	Afrikaans	French	48761	97224	42	 -0.00329474	 -1.26683821
afr	gle	Afrikaans	Irish	48761	417	0	 -0.00025519	 -0.04017107
afr	glg	Afrikaans	Galician	48761	17091	6	 -0.00142626	 -0.22451805
afr	guj	Afrikaans	Gujarati	48761	65	0	 -0.00010075	 -0.01585980
afr	hat	Afrikaans	Haitian	48761	3661	0	 -0.00075620	 -0.11903787
afr	hbs	Afrikaans	Serbo-Croatian	48761	10655	18	 -0.00049930	 -0.07859741
afr	heb	Afrikaans	Hebrew	48761	1750	0	 -0.00052279	 -0.08229639
afr	hin	Afrikaans	Hindi	48761	1172	1	 -0.00029536	 -0.04649424
afr	hun	Afrikaans	Hungarian	48761	2893	0	 -0.00067220	 -0.10581569
afr	hye	Afrikaans	Armenian	48761	203	0	 -0.00017805	 -0.02802791
afr	iku	Afrikaans	Inuktitut	48761	13	0	 -0.00004506	 -0.00709271
afr	isl	Afrikaans	Icelandic	48761	419	0	 -0.00025580	 -0.04026729
afr	ita	Afrikaans	Italian	48761	70750	18	 -0.00302310	 -0.90309806
afr	jpn	Afrikaans	Japanese	48761	143837	1	 -0.00474679	 -7.65762498
afr	kan	Afrikaans	Kannada	48761	143	0	 -0.00014944	 -0.02352394
afr	kat	Afrikaans	Georgian	48761	381	0	 -0.00024393	 -0.03839789
afr	khm	Afrikaans	Central Khmer	48761	27	0	 -0.00006493	 -0.01022168
afr	kor	Afrikaans	Korean	48761	82174	6	 -0.00349547	 -1.88231247
afr	lao	Afrikaans	Lao	48761	135	0	 -0.00014520	 -0.02285645
afr	lav	Afrikaans	Latvian	48761	5875	0	 -0.00095800	 -0.15080526
afr	lit	Afrikaans	Lithuanian	48761	704	3	  0.00018117	  0.02851978
afr	mal	Afrikaans	Malayalam	48761	181	0	 -0.00016812	 -0.02646560
afr	mkd	Afrikaans	Macedonian	48761	981	0	 -0.00039141	 -0.06161505
afr	mlt	Afrikaans	Maltese	48761	2170	5	 -0.00009539	 -0.01501572
afr	msa	Afrikaans	Malay (macrolanguage)	48761	1255593	1605	 -0.00778868	-10.01020374
afr	mya	Afrikaans	Burmese	48761	30	0	 -0.00006845	 -0.01077460
afr	nld	Afrikaans	Dutch	48761	270045	22607	  0.19226092	129.23416384
afr	nor	Afrikaans	Norwegian	48761	14433	13	 -0.00101100	 -0.15914837
afr	ori	Afrikaans	Oriya (macrolanguage)	48761	2	0	 -0.00001767	 -0.00278199
afr	pan	Afrikaans	Panjabi	48761	372	0	 -0.00024103	 -0.03794166
afr	pol	Afrikaans	Polish	48761	5832	8	 -0.00047935	 -0.07545818
afr	por	Afrikaans	Portuguese	48761	864037	49	 -0.01166530	-14.83662187
afr	ron	Afrikaans	Romanian	48761	4834	3	 -0.00067327	 -0.10598317
afr	rus	Afrikaans	Russian	48761	41784	3	 -0.00249082	 -1.22825150
afr	sin	Afrikaans	Sinhala	48761	191	0	 -0.00017271	 -0.02718687
afr	slk	Afrikaans	Slovak	48761	5476	5	 -0.00061843	 -0.09735127
afr	slv	Afrikaans	Slovenian	48761	1752	0	 -0.00052309	 -0.08234341
afr	spa	Afrikaans	Spanish	48761	919417	60	 -0.01201500	-17.17666940
afr	sqi	Afrikaans	Albanian	48761	8650	20	 -0.00018711	 -0.02945430
afr	swa	Afrikaans	Swahili (macrolanguage)	48761	7362	3	 -0.00091386	 -0.14385710
afr	swe	Afrikaans	Swedish	48761	17619	4	 -0.00152285	 -0.29134636
afr	syr	Afrikaans	Syriac	48761	16	0	 -0.00004999	 -0.00786865
afr	tam	Afrikaans	Tamil	48761	1075	0	 -0.00040974	 -0.06449970
afr	tel	Afrikaans	Telugu	48761	118	0	 -0.00013575	 -0.02136893
