source	target	exposure
eng	que	0.12
krl	est	4.85319097306e-05
uzb	hun	0.00012729818691
frm	hbs	2.22044586553e-05
swe	kan	0.00142857142857
hun	mon	0.00165084605861
fra	spa	0.158315495173
hmb	eng	2.05066509905e-05
eus	bre	0.00492610837438
est	heb	0.000182465103549
btg	fra	4.19352268486e-06
spa	hub	1.0
eng	bpr	1.0
krl	kir	0.00065445026178
hin	slv	5.34216571398e-05
glg	jpn	1.52796559021e-05
ita	mlg	0.00980392156863
jpn	fao	0.00240963855422
eng	plw	0.5
vie	cat	0.000111086425239
tgk	ben	0.000532481363152
tcs	mwp	1.0
ava	kat	0.00137867647059
rom	nld	8.97899812339e-06
kir	swa	0.00928792569659
non	deu	0.000198545823007
eng	zho	0.646049481245
nor	cym	0.00129757785467
enf	por	1.33831185343e-05
tgk	bul	3.88470204335e-05
sag	deu	6.84640768989e-06
kpy	est	4.85319097306e-05
hit	spa	4.36852911625e-06
ron	deu	0.00256397967986
spa	mar	0.00113895216401
ara	lah	0.25
rus	epo	0.0682656826568
sux	ron	0.000108318890815
kaa	tuk	0.00134952766532
xra	por	1.33831185343e-05
yid	ita	0.000518134715026
eng	gvn	1.0
bak	est	4.85319097306e-05
rus	eus	0.00662758093296
non	ces	1.55178299867e-05
abk	ukr	0.00132919805051
san	mol	0.000806451612903
kir	spa	5.2422349395e-05
kat	krc	0.0194174757282
jpn	lav	0.00220994475138
dan	frr	0.5
por	eng	0.0157012591084
heb	tyv	0.00609756097561
fil	zho	1.59616919393e-05
ara	fod	0.333333333333
syr	kor	4.47667651536e-05
sin	nep	0.00714285714286
ara	tha	0.00081499592502
kaz	spa	1.31055873487e-05
tzm	fra	0.000180321475449
mol	uzb	0.0025389916576
lat	eus	0.00866683660464
chv	fra	4.19352268486e-06
hbs	mar	0.00113895216401
spa	roh	0.00352112676056
lat	nld	0.00532454588717
bel	urd	0.00199004975124
slk	eng	0.0027205490314
krc	slk	5.09139045873e-05
grc	del	1.0
san	sqi	0.000147994672192
sqi	ron	0.000920710571924
swe	sma	0.333333333333
spa	swa	0.0030959752322
grc	faa	1.0
csb	eng	6.83555033016e-06
tam	heb	9.12325517745e-05
msa	deu	0.000171160192247
zho	bel	0.000533617929562
enh	rus	1.20813801769e-05
lad	fra	1.67740907394e-05
hin	nld	0.000179579962468
zho	uzb	0.000362713093943
tur	sqi	0.0180553500074
egy	bul	0.000194235102168
mar	kan	0.0314285714286
zho	kir	0.0032722513089
tuk	kaa	0.00880281690141
nep	slv	5.34216571398e-05
rus	hin	0.157729606389
pol	asm	0.00190114068441
fra	frp	1.0
fra	msa	0.0365583456425
bel	tyv	0.00609756097561
swe	ita	0.00307538024402
tyv	alt	0.04
heb	rcf	0.0625
mga	deu	3.42320384494e-06
fra	mkd	0.0933094078441
doi	eng	3.41777516508e-05
spa	ltz	0.0277777777778
lit	swe	0.00034873340029
dum	eng	0.000102533254952
mya	rus	6.04069008844e-05
bel	aze	0.00301568154403
swe	bul	0.00357392587989
fas	kur	0.0199004975124
och	deu	1.36928153798e-05
srm	nld	0.000224474953085
hbs	ara	0.00288276745676
amh	ron	0.000108318890815
chv	bel	0.00106723585912
arg	ast	0.00518134715026
bod	zho	0.00130885873903
glg	rus	2.41627603537e-05
abq	abk	0.00869565217391
bre	zho	1.59616919393e-05
zho	tel	0.00299401197605
gez	deu	6.84640768989e-06
gwi	eng	6.83555033016e-06
grc	knp	0.555555555556
fra	tgk	0.0112994350282
cuk	eng	6.83555033016e-06
dan	heb	0.00155095338017
non	jpn	7.63982795107e-06
bel	pol	0.00116006256517
dar	slk	5.09139045873e-05
pan	urd	0.0179104477612
epo	fin	0.000129670852154
dum	lat	0.00828729281768
kaa	mol	0.000537634408602
mya	deu	2.05392230697e-05
udm	rus	0.00106316145556
mlt	ces	1.55178299867e-05
pol	fas	0.00123576661665
grc	aom	1.0
lat	kaa	0.00176056338028
ita	ben	0.00266240681576
com	spa	4.36852911625e-06
grc	heb	0.00301067420856
sux	ita	3.34280461307e-05
let	eng	6.83555033016e-06
bul	vie	0.00763358778626
fra	lee	0.222222222222
heb	slv	0.00277792617127
lav	tuk	0.00674763832659
grc	kan	0.00571428571429
afr	ron	5.41594454073e-05
est	lat	0.00276243093923
lit	bel	0.00960512273212
bua	tyv	0.00609756097561
rar	ton	0.105882352941
bul	ara	0.00280269058296
ron	mkd	0.00845936939246
grc	lee	0.777777777778
lat	isl	0.00353085661652
sjd	est	4.85319097306e-05
spa	ctu	1.0
nld	por	0.00226174703229
eus	heb	9.12325517745e-05
spa	fra	0.0351710747579
urd	nep	0.0214285714286
pol	heb	0.00738983669373
guj	fin	2.16118086923e-05
ukr	kor	4.47667651536e-05
zho	dan	0.00135804564885
cop	eng	0.000403297469479
urd	fra	7.54834083275e-05
grc	nhr	0.125
akk	ita	1.67140230654e-05
urd	tuk	0.00134952766532
fra	tuz	0.666666666667
guj	jpn	3.81991397554e-05
grc	mdm	1.0
mal	zho	1.59616919393e-05
vie	kor	4.47667651536e-05
enf	nor	2.17755808636e-05
grc	bkb	1.0
och	eng	2.05066509905e-05
lat	amh	0.00315457413249
mcd	spa	8.73705823249e-06
urd	sin	0.00298062593145
bul	chv	0.00574712643678
cos	fra	0.000184514998134
nyj	fra	8.38704536972e-06
fra	epo	0.0664206642066
tam	ori	0.0119680851064
spa	ara	0.0271460602178
grc	obo	0.5
kat	heb	9.12325517745e-05
lui	spa	4.36852911625e-06
kat	ita	0.000100284138392
tha	swe	1.39493360116e-05
grc	adj	0.5
tam	deu	4.10784461393e-05
grc	lit	0.00524373664789
eng	mlt	0.348837209302
fro	fra	0.00154740987071
lit	asm	0.00380228136882
swe	san	0.0172413793103
isl	cat	0.000111086425239
nld	lat	0.0193370165746
fra	srr	1.0
grc	buu	1.0
gmh	deu	0.00120154454957
nld	wln	0.137931034483
grc	mfe	0.111111111111
pli	zho	1.59616919393e-05
yum	spa	4.36852911625e-06
mar	ben	0.00212992545261
gle	bre	0.00492610837438
mal	deu	2.39624269146e-05
orv	ron	5.41594454073e-05
udm	eng	4.10133019809e-05
hin	kok	0.5
fra	wln	0.724137931034
deu	ava	0.015625
hbs	hin	0.000570450656018
hbs	lez	0.015625
orv	deu	4.10784461393e-05
cat	spa	0.0233410510681
fil	fra	1.25805680546e-05
bel	mon	0.000825423029303
bre	cos	0.02
amh	ell	3.64670702356e-05
fra	byv	1.0
eng	bod	0.0203488372093
oci	nor	4.35511617272e-05
mol	kaz	0.00325998370008
ron	fas	0.000264807132139
ita	sah	0.00497512437811
ori	mal	0.00499168053245
eng	bps	1.0
hye	kaz	0.00244498777506
spa	urd	0.00497512437811
eng	nld	0.659264979214
fak	spa	4.36852911625e-06
est	uig	0.00134408602151
sin	jpn	3.81991397554e-05
kaa	kir	0.00065445026178
fro	deu	0.000205392230697
oge	ell	3.64670702356e-05
ron	dan	0.000138891032269
aze	ara	0.000640614990391
eng	mbi	1.0
hye	mon	0.000412711514651
tha	msa	0.000184638109306
deu	gla	0.00881057268722
lav	bel	0.00533617929562
kaz	fas	8.82690440463e-05
krc	hun	3.63709105457e-05
heb	enm	0.214285714286
hbs	mkd	0.134324532171
swb	fra	4.19352268486e-06
ita	mal	0.00831946755408
nor	tgk	0.000941619585687
spa	lat	0.0165745856354
ces	asm	0.00190114068441
vec	nor	2.17755808636e-05
nor	slv	0.00186975799989
grc	cko	0.666666666667
heb	kfz	0.25
deu	hin	0.0179691956646
por	bre	0.00492610837438
ita	amh	0.00315457413249
ofs	nld	8.97899812339e-06
kat	jpn	1.52796559021e-05
heb	nnw	0.0769230769231
bis	fra	4.19352268486e-06
ara	por	0.00124463002369
rus	slk	0.0961254518609
tuk	hau	0.0188679245283
cym	gla	0.057268722467
kir	guj	0.00190839694656
ces	mal	0.000831946755408
grc	ben	0.010649627263
uzb	ces	1.55178299867e-05
tmh	eng	6.83555033016e-06
bak	tuk	0.00539811066127
por	ara	0.00240230621397
arc	deu	8.90032999685e-05
nyj	jpn	7.63982795107e-06
arc	lad	0.133333333333
sah	kaz	0.00122249388753
yid	bul	0.000271929143035
sat	eng	1.36711006603e-05
fas	fra	0.00123289566935
eng	kon	0.2
swe	heb	0.0050177903476
grc	ino	1.0
otk	bul	3.88470204335e-05
tkw	eng	6.83555033016e-06
heb	fro	0.1
hun	por	0.000588857215508
dan	kaz	0.00325998370008
swe	pol	0.0127867570386
lat	fao	0.00240963855422
bel	uzb	0.00398984403337
kat	hye	0.015427769986
ckt	hbs	2.22044586553e-05
pan	ori	0.00398936170213
urd	fas	0.0022949951452
sin	ben	0.000532481363152
eng	kkj	0.111111111111
rus	lit	0.147536738525
krc	aze	0.000603136308806
pol	cat	0.0022772717174
arc	lit	0.000712112384282
deu	bak	0.00597609561753
non	ita	0.000100284138392
msa	kaz	0.00040749796251
dan	bul	0.00295237355295
ave	fas	0.000264807132139
eng	gez	1.0
ukr	tgk	0.0122410546139
paw	eng	6.83555033016e-06
fra	xrb	0.583333333333
tuk	ces	1.55178299867e-05
orv	uzb	0.000362713093943
tgk	hin	0.00199657729606
isl	tur	8.42176183258e-05
dan	mon	0.00866694180768
