src.name	tgt.name	common.num	src.num	tgt.num	total.num	exposure	phi	ttest	pval	common.num.exp	exposure.exp
kir	spa	12	708	228910	2231920	5.24223493949587e-05	-0.005026774781686	-2.40505714677455	0.00808536273782791	72.6138392057063	0.000317215670812574
kat	krc	2	1224	103	2231920	0.0194174757281553	0.00547529488954	0.191403390844486	0.424120654265168	0.0564858955518119	0.000548406752930213
jpn	lav	18	26921	8145	2231920	0.00220994475138122	-0.005461947435539	-0.896155667541674	0.185088821146951	98.243460787125	0.0120618122513352
dan	frr	2	21239	4	2231920	0.5	0.00676339029962	0.985646007536987	0.162159040472922	0.0380640883185777	0.00951602207964443
por	eng	2297	11390	146294	2231920	0.0157012591083708	0.039392052383535	15.0784296416058	1.2272602070416e-51	746.571857414244	0.00510322950643392
heb	tyv	1	9889	164	2231920	0.00609756097560976	0.000215140208012	0.0213921217341103	0.49146664483427	0.726637155453601	0.00443071436252195
fil	zho	1	87	62650	2231920	1.59616919393456e-05	-0.0006265608262	-0.15682558967403	0.437691405044459	2.44209021828739	3.89798917523926e-05
ara	fod	1	11884	3	2231920	0.333333333333333	0.005225457938907	0.569606661552048	0.284477637806873	0.0159736908132908	0.00532456360443027
syr	kor	1	252	22338	2231920	4.476676515355e-05	-0.000644816298036	-0.0963693204795232	0.461614060955494	2.52212265672605	0.000112907272662103
arc	lit	11	347	15447	2231920	0.000712112384281738	0.003727127691483	0.463202873383916	0.321612741288585	2.40156860460948	0.000155471522276784
ara	tha	1	11884	1227	2231920	0.000814995925020375	-0.001453297686275	-0.158416281460408	0.437065738364503	6.53323954263594	0.00532456360443027
kaz	spa	3	948	228910	2231920	1.31055873487397e-05	-0.006753620502824	-3.23129823445965	0.000616233496616696	97.2286999534033	0.000424746406681243
ben	nld	10	2223	111371	2231920	8.97899812338939e-05	-0.006583826529854	-2.19720183207307	0.0140040433662554	110.925899225779	0.000996003440983548
dan	mon	21	21239	2423	2231920	0.00866694180767643	-0.000288317207754	-0.0420162380430407	0.483243074206165	23.0573214989785	0.00951602207964443
lat	eus	34	19240	3923	2231920	0.00866683660463931	2.1086764379e-05	0.0029247577847999	0.498833207284443	33.8177533244919	0.00862038065880497
chv	fra	1	203	238463	2231920	4.19352268486096e-06	-0.003146555822292	-1.53654849382144	0.0622026202799924	21.6889444962185	9.09530807555826e-05
hbs	mar	1	12743	878	2231920	0.00113895216400911	-0.001203378328529	-0.135832676532545	0.445977851942482	5.01288307824653	0.00570943402989354
spa	roh	1	52955	284	2231920	0.00352112676056338	-0.00149764237562	-0.344630644133589	0.365186716753781	6.73824330621169	0.0237262088246891
lat	nld	593	19240	111371	2231920	0.00532454588716991	-0.008170415064246	-2.72672145876419	0.00319885099281549	960.060414351769	0.00862038065880497
bel	urd	2	1409	1005	2231920	0.00199004975124378	0.00114816294963	0.0430676190977056	0.482826866855888	0.634451503638123	0.000631295028495645
slk	eng	398	4205	146294	2231920	0.00272054903140252	0.005109020697467	1.95413075004832	0.0253438294299823	275.622007061185	0.00188402810136564
krc	slk	1	141	19641	2231920	5.09139045873428e-05	-0.000145348334553	-0.0203690019383566	0.491874609247031	1.24080657012796	6.31743073228431e-05
grc	del	1	17342	1	2231920	1	0.007564089954617	0.996078706353905	0.159612901454614	0.00776999175597692	0.00776999175597692
san	sqi	1	4282	6757	2231920	0.000147994672191801	-0.002229631147894	-0.183251179643318	0.427303218406292	12.9634906269042	0.00191852754579017
sqi	ron	17	1424	18464	2231920	0.000920710571923744	0.001022511697884	0.138933790787659	0.444751991959447	11.780321875336	0.000638015699487437
swe	sma	10	39192	30	2231920	0.333333333333333	0.008814294009289	1.74498635642304	0.0404975407521803	0.52679307502061	0.0175597691673537
spa	swa	1	52955	323	2231920	0.00309597523219814	-0.001630788096091	-0.375269609221539	0.353730734327117	7.66356545037457	0.0237262088246891
grc	faa	1	17342	1	2231920	1	0.007564089954617	0.996078706353905	0.159612901454614	0.00776999175597692	0.00776999175597692
csb	eng	1	4	146294	2231920	6.83555033015708e-06	0.000997759101035	0.38162445994262	0.351370246412993	0.262185024552851	1.79217893114449e-06
tam	heb	1	496	10961	2231920	9.12325517744731e-05	-0.000617397705786	-0.0646324408754564	0.474233916625697	2.43586508477006	0.000222230187461916
msa	deu	50	485	292124	2231920	0.000171160192247128	-0.001214822878539	-0.656591740760563	0.255721989087372	63.4790404674003	0.000217301695401269
zho	bel	1	13337	1874	2231920	0.000533617929562433	-0.002046890028894	-0.236369768698143	0.406574691268155	11.1982230545898	0.0059755726011685
enh	rus	1	1	82772	2231920	1.20813801768714e-05	0.003410768337531	0.981276111788917	0.163229733819073	0.0370855586221728	4.48044732786121e-07
lad	fra	4	32	238463	2231920	1.67740907394439e-05	0.000222571375228	0.108687099850566	0.456725382755894	3.41894691566006	1.43374314491559e-05
hin	nld	20	1469	111371	2231920	0.000179579962467788	-0.004276652259513	-1.4272171977807	0.0767600512365883	73.3019100146959	0.000658177712462812
zho	uzb	1	13337	2757	2231920	0.000362713093942691	-0.002561199153817	-0.295761257526304	0.383708508242807	16.4746536614216	0.0059755726011685
tur	sqi	122	2658	6757	2231920	0.0180553500073997	0.026945654144085	2.21543559337468	0.0133816970937454	8.04693089358041	0.00119090289974551
egy	bul	5	235	25742	2231920	0.000194235102167664	0.000936372501314	0.150228770479561	0.440292652458718	2.71038836517438	0.000105290512204739
mar	kan	22	405	700	2231920	0.0314285714285714	0.041090264066047	1.08650964759056	0.138813785313862	0.127020681744865	0.000181458116778379
zho	kir	5	13337	1528	2231920	0.00327225130890052	-0.000918079839647	-0.106017398654529	0.457785071146988	9.13067493458547	0.0059755726011685
tuk	kaa	5	434	568	2231920	0.00880281690140845	0.009850255558704	0.234356381612546	0.407396384434725	0.110448403168572	0.000194451414029177
nep	slv	1	47	18719	2231920	5.34216571398045e-05	0.000648607648976	0.0887360877758686	0.464646300512537	0.3941866195921	2.10581024409477e-05
san	hun	44	4282	54989	2231920	0.000800160032006401	-0.004061936275663	-0.952503766348659	0.170422871709395	105.497911215456	0.00191852754579017
pol	asm	1	14104	526	2231920	0.00190114068441065	-0.000856018704032	-0.101653835212476	0.45951644572293	3.32391125129933	0.00631922291121546
fra	frp	3	216624	3	2231920	1	0.003536207519462	1.64585563718596	0.0498974675300995	0.291171726585182	0.0970572421950607
fra	msa	198	216624	5416	2231920	0.0365583456425406	-0.01007931361913	-4.69141984719914	1.35740417498837e-06	525.662023728449	0.0970572421950608
bel	tyv	1	1409	164	2231920	0.00609756097560976	0.001865564498814	0.0699774436361925	0.472110771463752	0.103532384673286	0.000631295028495645
swe	ita	184	39192	59830	2231920	0.00307538024402474	-0.018302410864141	-4.47747628953088	3.78349938411798e-06	1050.60098928277	0.0175597691673537
tyv	alt	2	56	50	2231920	0.04	0.037773635993527	0.277776644948544	0.391103396081626	0.00125452525180114	2.50905050360228e-05
heb	rcf	1	9889	16	2231920	0.0625	0.002340971347249	0.232771365980905	0.407971883067501	0.0708914298003513	0.00443071436252195
mga	deu	1	12	292124	2231920	3.42320384494256e-06	-0.000326912646593	-0.176690775730909	0.429875704632924	1.57061543424495	5.37653679343346e-06
fra	mkd	364	216624	3901	2231920	0.0933094078441425	-0.000529742521662	-0.24655634086233	0.402625915030992	378.620301802932	0.0970572421950607
doi	eng	5	10	146294	2231920	3.41777516507854e-05	0.0037158002146	1.42123417615837	0.0776254118973416	0.655462561382128	4.48044732786121e-06
spa	ltz	1	52955	36	2231920	0.0277777777777778	0.000106915011117	0.024602768082303	0.490185952030192	0.854143517688806	0.0237262088246891
lit	swe	25	1985	71688	2231920	0.000348733400290146	-0.003303921922115	-0.884604857666331	0.188186376324866	63.7570701458834	0.000889368794580451
dum	eng	15	84	146294	2231920	0.000102533254952356	0.002801759366324	1.07162497277169	0.141945139917175	5.50588551560988	3.76357575540342e-05
mya	rus	5	60	82772	2231920	6.0406900884357e-05	0.001268927264884	0.365067823176238	0.357530855928559	2.22513351733037	2.68826839671673e-05
bel	aze	5	1409	1658	2231920	0.00301568154402895	0.002588283957115	0.105327928130847	0.458064171672292	1.04668715724578	0.000631295028495645
swe	bul	92	39192	25742	2231920	0.00357392587988501	-0.011502097782677	-2.27715932192247	0.0113910384362152	452.023577906018	0.0175597691673537
fas	kur	4	2837	201	2231920	0.0199004975124378	0.004962069597455	0.264207249343793	0.395819708037901	0.255491684289759	0.00127110290691423
och	deu	4	16	292124	2231920	1.36928153797702e-05	0.000945599106554	0.511080581244248	0.304647509542731	2.09415391232661	7.16871572457794e-06
srm	nld	25	25	111371	2231920	0.000224474953084735	0.014603979721132	4.87415907115837	5.47114583016823e-07	1.24747974837808	1.1201118319653e-05
hbs	ara	36	12743	12488	2231920	0.00288276745675849	-0.002814147893864	-0.317651122981782	0.375377397554379	71.2994121653106	0.00570943402989354
amh	ron	2	58	18464	2231920	0.000108318890814558	0.001475124362188	0.200432655966053	0.420572214684437	0.479816480877451	2.5986594501595e-05
chv	bel	2	203	1874	2231920	0.00106723585912487	0.002967662815227	0.128401290800844	0.448922593630223	0.170446073335962	9.09530807555826e-05
arg	ast	1	5	193	2231920	0.00518134715025907	0.032178648092549	0.444948188404869	0.328427901428836	0.000432363167138607	2.24022366393061e-06
ita	ori	4	66453	752	2231920	0.00531914893617021	-0.002641507625133	-0.680932627507135	0.247958247154656	22.3899853041328	0.0297739166278361
glg	rus	2	1346	82772	2231920	2.41627603537428e-05	-0.004627686996033	-1.33138943007321	0.0915322861084839	49.9171619054446	0.000603068210330119
abq	abk	1	10	115	2231920	0.00869565217391304	0.02947402265806	0.313449337667449	0.377253556736278	0.00051525144270404	4.48044732786121e-06
bre	zho	1	212	62650	2231920	1.59616919393456e-05	-0.001378013915934	-0.344911457396156	0.365081047330367	5.95084053191871	9.49854833506577e-05
zho	tel	2	13337	668	2231920	0.0029940119760479	-0.000669374667031	-0.0772975768014849	0.469193989040493	3.99168249758056	0.0059755726011685
gez	deu	2	22	292124	2231920	6.84640768988512e-06	-0.000372122010653	-0.201125678229378	0.420300221968309	2.87946162944908	9.85698412129467e-06
gwi	eng	1	1	146294	2231920	6.83555033015708e-06	0.002527352064317	0.966668172633668	0.166855770325818	0.0655462561382128	4.48044732786121e-07
grc	knp	5	17342	9	2231920	0.555555555555556	0.012527861501368	1.64981623677889	0.0494993185824867	0.0699299258037922	0.00776999175597692
fra	tgk	12	216624	1062	2231920	0.0112994350282486	-0.006320564670977	-2.94181823090964	0.00163162963394815	103.074791211155	0.0970572421950607
cuk	eng	1	3	146294	2231920	6.83555033015708e-06	0.001254464491765	0.479809677589143	0.315681724074627	0.196638768414639	1.34413419835836e-06
dan	heb	17	21239	10961	2231920	0.00155095338016604	-0.005763587572839	-0.839936962431169	0.200476593211762	104.305118014983	0.00951602207964443
non	jpn	1	299	130893	2231920	7.63982795107454e-06	-0.002724371898637	-0.985650386489841	0.162153262666805	17.5351298433636	0.00013396537510305
bel	pol	89	1409	76720	2231920	0.00116006256517205	0.003971881057901	1.1001408640044	0.135637101735065	48.4329545861859	0.000631295028495645
dar	slk	1	83	19641	2231920	5.09139045873428e-05	0.000212090029462	0.0297221312238161	0.488144481769101	0.730403867522133	3.71877128212481e-05
pan	urd	18	327	1005	2231920	0.017910447761194	0.031151430810551	0.987050311679576	0.16192777269585	0.147243180759167	0.000146510627621062
epo	fin	6	99	46271	2231920	0.000129670852153617	0.001863880398862	0.400925659455315	0.344238354427227	2.05241630524392	4.4356428545826e-05
dum	lat	3	84	362	2231920	0.00828729281767956	0.017127498279986	0.325019106981026	0.372677182766395	0.0136241442345604	3.76357575540342e-05
kaa	mol	2	129	3720	2231920	0.000537634408602151	0.002578961140903	0.157253722681741	0.437526712272085	0.215007706369404	5.77977705294097e-05
mya	deu	6	60	292124	2231920	2.05392230696554e-05	-0.000474789800746	-0.256615900455394	0.398737739941708	7.85307717122477	2.68826839671673e-05
udm	rus	88	123	82772	2231920	0.00106316145556468	0.026649569729358	7.66974547342525	8.7104587807972e-15	4.56152371052726	5.51095021326929e-05
mlt	ces	1	27	64442	2231920	1.55178299866547e-05	0.000169579099099	0.0430477142127553	0.482831816005696	0.779568264095487	1.20972077852253e-05
heb	any	2	9889	7	2231920	0.285714285714286	0.007500360453742	0.745807280225508	0.227900784246521	0.0310150005376537	0.00443071436252195
grc	aom	1	17342	1	2231920	1	0.007564089954617	0.996078706353905	0.159612901454614	0.00776999175597692	0.00776999175597692
lat	kaa	1	19240	568	2231920	0.00176056338028169	-0.001183912094632	-0.164210045647737	0.434783759053101	4.89637621420123	0.00862038065880497
ita	ben	5	66453	1878	2231920	0.00266240681576145	-0.004629035585791	-1.1932898125895	0.116380075523972	55.9154154270762	0.0297739166278361
com	spa	1	2	228910	2231920	4.36852911624656e-06	0.001240080959346	0.593308893907785	0.276487516953343	0.205123839564142	8.96089465572243e-07
grc	heb	33	17342	10961	2231920	0.00301067420855761	-0.003807878151636	-0.501430490001082	0.308037275524963	85.166879637263	0.00776999175597692
sux	ita	2	133	59830	2231920	3.34280461307037e-05	-0.00056249201474	-0.137584234773211	0.445284739416579	3.56526667622495	5.95899494605541e-05
let	eng	1	2	146294	2231920	6.83555033015708e-06	0.001661753395961	0.635590596539678	0.262522147150103	0.131092512276426	8.96089465572243e-07
bul	vie	6	3667	786	2231920	0.00763358778625954	0.002776260722206	0.168073371524053	0.433267413216117	1.29138230760959	0.00164298003512671
fra	lee	2	216624	9	2231920	0.222222222222222	0.000849027133371	0.395160027396601	0.346362589840945	0.873515179755547	0.0970572421950608
heb	slv	52	9889	18719	2231920	0.00277792617126983	-0.002288629402782	-0.313108408504934	0.377100894669712	82.9385421520485	0.00443071436252195
grc	pol	625	17342	76720	2231920	0.00814650677789364	0.000809051855498	0.224091372531826	0.411343401115083	596.113767518549	0.00776999175597692
grc	kan	4	17342	700	2231920	0.00571428571428571	-0.000414688868282	-0.0546068294395514	0.47822616340084	5.43899422918384	0.00776999175597692
afr	ron	1	357	18464	2231920	5.4159445407279e-05	-0.000764051034989	-0.103815420750319	0.458658478069308	2.95335316678017	0.000159951969604645
est	lat	1	5739	362	2231920	0.00276243093922652	4.8061375859e-05	0.00364031214581426	0.498547792041162	0.930820997168357	0.00257132872145955
lit	bel	18	1985	1874	2231920	0.0096051227321238	0.008475886053739	0.377452292337122	0.352938931718615	1.66667712104376	0.000889368794580451
bua	tyv	1	128	164	2231920	0.00609756097560976	0.006837502171081	0.0870292291223772	0.465377223953453	0.00940535503064626	5.73497257966235e-05
kir	est	8	708	20605	2231920	0.000388255277845183	0.000385081921709	0.0552736817816965	0.477960482450279	6.53622889709309	0.000317215670812574
bul	ara	35	3667	12488	2231920	0.00280269058295964	0.00214790984909	0.240009657146529	0.405163354717668	20.5175346786623	0.00164298003512671
ron	mkd	33	5475	3901	2231920	0.00845936939246347	0.005080633846299	0.375868755847368	0.353514515919324	9.56932820172766	0.00245304491200401
grc	lee	7	17342	9	2231920	0.777777777777778	0.017610086018867	2.31928102574928	0.0101956807541694	0.0699299258037922	0.00776999175597692
lat	isl	23	19240	6514	2231920	0.00353085661651827	-0.002978606993802	-0.413137951383897	0.339755074735091	56.1531596114556	0.00862038065880497
sjd	est	1	1	20605	2231920	4.85319097306479e-05	0.00693425457662	0.99534916080383	0.159789082011028	0.00923196171905803	4.48044732786121e-07
spa	ctu	1	52955	1	2231920	1	0.004293707209722	0.988056352037293	0.161564782545074	0.0237262088246891	0.0237262088246891
nld	por	169	18978	74721	2231920	0.00226174703229346	-0.012650739524397	-3.45832810858285	0.000271920805543635	635.352135381196	0.00850299293881501
eus	heb	1	1021	10961	2231920	9.12325517744731e-05	-0.001203161713669	-0.125953366942725	0.449885574182868	5.01414970070612	0.00045745367217463
spa	fra	8387	52955	238463	2231920	0.0351710747579289	0.026008648525823	12.7049630142106	2.85254994728839e-37	5657.82293496183	0.0237262088246891
urd	nep	3	950	140	2231920	0.0214285714285714	0.008064698690238	0.248316991766217	0.401971409570549	0.0595899494605541	0.000425642496146815
pol	heb	81	14104	10961	2231920	0.00738983669373232	0.000949144567252	0.112712716541886	0.455129961627129	69.2650023298326	0.00631922291121546
guj	fin	1	264	46271	2231920	2.16118086922695e-05	-0.001293385463447	-0.278210422283278	0.39042603893379	5.47311014731711	0.000118283809455536
ukr	kor	1	2877	22338	2231920	4.476676515355e-05	-0.003486799451639	-0.521113482425677	0.301146442531193	28.794233664289	0.00128902469622567
zho	dan	88	13337	64799	2231920	0.00135804564885261	-0.010360094539443	-2.63733000694591	0.00417907194760129	387.211128983118	0.0059755726011685
cop	eng	59	177	146294	2231920	0.000403297469479268	0.009636100217332	3.68579995816902	0.000114033819416103	11.6016873364637	7.93039177031435e-05
urd	fra	18	950	238463	2231920	7.54834083274974e-05	-0.005871410212745	-2.8672039764299	0.00207076142184497	101.499986558658	0.000425642496146815
grc	nhr	1	17342	8	2231920	0.125	0.002527719027779	0.332854729114933	0.369623983550745	0.0621599340478153	0.00776999175597692
ron	deu	749	5475	292124	2231920	0.00256397967986198	0.00087026966397	0.470366238925135	0.3190468658072	716.593291874261	0.00245304491200401
urd	tuk	1	950	741	2231920	0.00134952766531714	0.000816262507196	0.0251324115140304	0.489977312852533	0.31540108964479	0.000425642496146815
fra	tuz	2	216624	3	2231920	0.666666666666667	0.002230769462027	1.03826222121529	0.149574575381421	0.291171726585182	0.0970572421950607
guj	jpn	5	264	130893	2231920	3.81991397553727e-05	-0.001838039404974	-0.664982848990037	0.253031317304469	15.4825226710635	0.000118283809455536
spa	mar	1	52955	878	2231920	0.00113895216400911	-0.002944129319253	-0.677491809627645	0.249048462355178	20.831611348077	0.0237262088246891
mal	zho	1	306	62650	2231920	1.59616919393456e-05	-0.001758327063285	-0.440102603217313	0.329932157422029	8.58942076776945	0.000137101688232553
vie	kor	1	668	22338	2231920	4.476676515355e-05	-0.001479507667096	-0.221116115340501	0.412502021791472	6.68562672497222	0.000299293881501129
enf	nor	1	11	45923	2231920	2.17755808636195e-05	0.001099915315962	0.235703038238953	0.406832081604487	0.226331140901108	4.92849206064733e-06
och	eng	3	16	146294	2231920	2.05066509904712e-05	0.001319363677989	0.504632469062338	0.306908880203749	1.04874009821141	7.16871572457794e-06
lat	amh	1	19240	317	2231920	0.00315457413249211	-0.000704680416665	-0.0977399855501951	0.461069890895243	2.73266066884118	0.00862038065880498
mcd	spa	2	2	228910	2231920	8.73705823249312e-06	0.002800174243166	1.339729883296	0.0901672542327393	0.205123839564142	8.96089465572243e-07
urd	sin	2	950	671	2231920	0.0029806259314456	0.00214805444844	0.0661379083826412	0.473640972883791	0.285606114914513	0.000425642496146815
bul	chv	1	3667	174	2231920	0.00574712643678161	0.000894779457733	0.0541692931290368	0.478401618052448	0.285878526112047	0.00164298003512671
nyj	fra	2	4	238463	2231920	8.38704536972193e-06	0.001703816326686	0.832016782219292	0.202700152510847	0.427368364457507	1.79217893114449e-06
fra	epo	36	216624	542	2231920	0.0664206642066421	-0.001612906681991	-0.750690788205039	0.226419791786147	52.6050252697229	0.0970572421950608
tam	ori	9	496	752	2231920	0.011968085106383	0.0144668557805	0.396232628274184	0.346022912202477	0.167117100971361	0.000222230187461916
spa	ara	339	52955	12488	2231920	0.0271460602178091	0.001685515568721	0.387863283848017	0.349059384731762	296.292895802717	0.0237262088246891
grc	obo	2	17342	4	2231920	0.5	0.007504861841997	0.98827879938905	0.161514956808786	0.0310799670239077	0.00776999175597692
dan	gle	1	21239	167	2231920	0.00598802395209581	-0.000314348990566	-0.0458098294677045	0.48173112746851	1.58917568730062	0.00951602207964443
lui	spa	1	1	228910	2231920	4.36852911624656e-06	0.001980021752277	0.947330016201629	0.1717358200934	0.102561919782071	4.48044732786121e-07
kat	ita	6	1224	59830	2231920	0.000100284138392111	-0.003176765628829	-0.777033260827727	0.21857110962289	32.8111760278146	0.000548406752930213
tha	swe	1	215	71688	2231920	1.39493360116058e-05	-0.001529104995525	-0.409406740664389	0.341121208460372	6.90567762285387	9.63296175490161e-05
grc	adj	2	17342	4	2231920	0.5	0.007504861841997	0.98827879938905	0.161514956808786	0.0310799670239077	0.00776999175597692
tam	deu	12	496	292124	2231920	4.10784461393107e-05	-0.004716228500352	-2.54907023079439	0.00540078061776251	64.9187712821248	0.000222230187461916
grc	lit	81	17342	15447	2231920	0.00524373664789279	-0.002401881613354	-0.316284126923243	0.375895332367689	120.023062654575	0.00776999175597692
eng	mlt	30	1225237	86	2231920	0.348837209302326	-0.0024965436991	-2.76344116626791	0.00285981279600553	47.2106446467615	0.548960984264669
fro	fra	369	902	238463	2231920	0.0015474098707137	0.019673472787798	9.60890216393042	3.69994878356955e-22	96.3715661851679	0.000404136348973081
lit	asm	2	1985	526	2231920	0.00380228136882129	0.001500321932825	0.0668107433836559	0.473369549403684	0.467807985949317	0.000889368794580451
swe	san	1	39192	58	2231920	0.0172413793103448	-1.235739939e-05	-0.00244632816264064	0.499024063463011	1.01846661170651	0.0175597691673537
isl	cat	2	1518	18004	2231920	0.000111086425238836	-0.001968348869919	-0.264096895001811	0.395854139597773	12.2450948062655	0.000680131904369332
