twit.eig	twit.popfrom	wiki.eig	wiki.popfrom	book.eig	book.popfrom	gdp.pc	pop	cultexp	language
0.133077441279985	0.001	0.0869462482364709	0.001	0.1209332362473	0.001	10372.8079431	13	4.137	afr
0.102064681435045	0.001	0.0684507797844612	0.001	0.0407258335460548	0.001	1092.629	25	1.758	amh
0.131656886466673	0.001	0.152734290253899	0.001	0.184560710176154	0.001	8719.5625651	530	94.456	ara
0.147583913299819	0.001	0.116110698199241	0.001	0.0814516670921097	0.001	11902.4669348	27	9.738	aze
0.0281352262463689	0.001	0.100560779889358	0.001	0.0959944441298564	0.001	15028.295	6	2.34	bel
0.102064681435045	0.001	0.0684507797844612	0.001	0.136016280066312	0.001	2457.33401614	230	12.449	ben
0.14735811263377	0.001	0.149898859329244	0.001	0.135873477667514	0.001	13487.9143151	12	6.176	bul
0.135698824618729	0.001	0.127342248690218	0.001	0.143700805051586	0.001	30625.747	9	13.09	cat
0.20586090727029	0.001	0.247100401249654	0.001	0.141038339931191	0.001	27062.243	12	50.562	ces
0.148867208985458	0.001	0.148025509446017	0.001	0.18136136434946	0.001	37151.508	6	39	dan
0.135603373909127	0.001	0.628797425454207	0.001	0.381853584553544	0.001	38268.2796026	185	524.098	deu
0.16431818999888	0.001	0.111492453883263	0.001	0.168823165207129	0.001	26693.0809689	15	38.084	ell
1	0.001	1	0.001	1	0.001	32952.654697	1500	1617.773	eng
0.102064681435045	0.001	0.111492453883263	0.001	0.219164063808679	0.001	20379.764	1.07	6.057	est
0.135698824618729	0.001	0.0918764132768579	0.001	0.0996418342123355	0.001	30625.747	1	1.54	eus
0.131656886466673	0.001	0.0843818138443903	0.001	0.140277717126474	0.001	9826.0354018	107	15.6	fas
0.155002506543705	0.001	0.0684507797844612	0.001	0.108843621150808	0.001	4072.879	90	16.222	fil
0.132405504324393	0.001	0.257373499496671	0.001	0.166425760245155	0.001	36235.97	6	31.008	fin
0.158278913219928	0.001	0.518121714975863	0.001	0.445501592688103	0.001	15102.6722995	200	455.511	fra
0.102064681435045	0.001	0.0684507797844612	0.001	0.0752029740215162	0.001	39638.6	0.53	0.58	gle
0.166039647508077	0.001	0.108055692240895	0.001	0.0996418342123355	0.001	30625.747	4	5.39	glg
0.136182963752511	0.001	0.0684507797844612	0.001	0.110242932595402	0.001	3693.529	46	3.105	guj
0.224084611942703	0.001	0.193904983746563	0.001	0.157953661901818	0.001	12907.5138499	23	36.925	hbs
0.135698824618729	0.001	0.216223949009092	0.001	0.136743837804066	0.001	30975.092	10	16	heb
0.102064681435045	0.001	0.0684507797844612	0.001	0.141359432250868	0.001	3695.83888693	550	28.389	hin
0.102064681435045	0.001	0.28969820204694	0.001	0.182907222842995	0.001	18671.7887242	15	57.128	hun
0.16431818999888	0.001	0.100560779889357	0.001	0.135873477667514	0.001	5598.16572386	6	4.838	hye
0.102064681435045	0.001	0.111492453883263	0.001	0.126054270422111	0.001	38060.836	0.32	8	isl
0.166039647508077	0.001	0.396288265759548	0.001	0.252915646906115	0.001	30623.2300236	70	198.088	ita
0.334280985721583	0.001	0.459556942078673	0.001	0.172820026379162	0.001	34739.655	132	75	jpn
0.136182963752511	0.001	0.0684507797844612	0.001	0.101255324179594	0.001	3693.529	47	2.553	kan
0.16431818999888	0.001	0.100560779889358	0.001	0.0814516670921097	0.001	5491.091	4	8.52	kat
0.102064681435045	0.001	0.0684507797844612	0.001	0.095147644121459	0.001	2215.691	18	1.9	khm
0.204967506676347	0.001	0.156426354830204	0.001	0.105927910951463	0.001	21723.4850386	78	21	kor
0.136182963752511	0.001	0.0684507797844612	0.001	0.095147644121459	0.001	2658.929	5	1	lao
0.130199907681414	0.001	0.100560779889358	0.001	0.102232830538222	0.001	15662.381	2.15	6.402	lav
0.102064681435045	0.001	0.14360245398816	0.001	0.185740195189119	0.001	18856.187	4	15.58	lit
0.102064681435045	0.001	0.0684507797844612	0.001	0.12175963831537	0.001	3693.529	37	2.208	mal
0.168111091036677	0.001	0.0919844209358947	0.001	0.085814096306645	0.001	10366.766	3	1.995	mkd
0.132405504324393	0.001	0.0684507797844612	0.001	0.0544218105754042	0.001	25428.08	0.37	1.804	mlt
0.236740464238664	0.001	0.110312570470658	0.001	0.130977364256169	0.001	6022.80157538	300	12.564	msa
0.102064681435045	0.001	0.0684507797844612	0.001	0.0638269893146472	0.001	1324.627	52	7	mya
0.1488514751559	0.001	0.270200989824346	0.001	0.222146506495608	0.001	40518.2127388	27	81.258	nld
0.129019991848112	0.001	0.21066093235947	0.001	0.176445478947091	0.001	53470.697	5	33	nor
0.136182963752511	0.001	0.0684507797844612	0.001	0.102840680366462	0.001	3031.50578618	104	8.172	pan
0.102064681435045	0.001	0.36135495694516	0.001	0.267223322487533	0.001	20326.4642435	43	112.556	pol
0.29727053925757	0.001	0.23636369103438	0.001	0.200676862807745	0.001	11852.9173512	290	74.918	por
0.135698824618729	0.001	0.226024598044462	0.001	0.162187917200231	0.001	11353.6063289	28	25.19	ron
0.275660746212924	0.001	0.469096191540912	0.001	0.748336615696149	0.001	15487.109845	278	272.908	rus
0.102064681435045	0.001	0.0684507797844612	0.001	0.095147644121459	0.001	5673.689	19	3.7	sin
0.153416632244865	0.001	0.172971765448001	0.001	0.188869894018855	0.001	23432.3606287	7	5.882	slk
0.124935805967473	0.001	0.124765401224809	0.001	0.126940513430533	0.001	28641.568	2	2.733	slv
0.329537531600377	0.001	0.342225955148497	0.001	0.271757842490807	0.001	16776.6240904	500	305.482	spa
0.166039647508077	0.001	0.111492453883263	0.001	0.131948192061025	0.001	9181.68500011	16	8.343	sqi
0.159861664684033	0.001	0.0684507797844612	0.001	0.095147644121459	0.001	1415.42235424	50	10	swa
0.115233065801775	0.001	0.323051841662828	0.001	0.197611822432864	0.001	40265.4412139	10	62.87	swe
0.136182963752511	0.001	0.0684507797844612	0.001	0.120375101161725	0.001	3923.14947372	66	5.099	tam
0.136182963752511	0.001	0.0684507797844612	0.001	0.107806355133012	0.001	3693.529	80	4.968	tel
0.157102907025968	0.001	0.142949484923911	0.001	0.118248799890051	0.001	9396.242	73	5	tha
0.170323420148708	0.001	0.227169337717512	0.001	0.128977290676117	0.001	14623.1660236	70	33.644	tur
0.0281352262463689	0.001	0.125295808471234	0.001	0.159012378972973	0.001	7241.74481868	45	39.008	ukr
0.126227521500349	0.001	0.0684507797844612	0.001	0.07950235816262	0.001	3510.6761902	60	4.49	urd
0.122984624708502	0.001	0.113384680731402	0.001	0.119392647409772	0.001	3447.16495996	80	9.28	vie
0.157102907025968	0.001	0.196884096115916	0.001	0.164051123618558	0.001	9206.98537851	1575	44.241	zho
